uniprot	pfam	start	stop	type
23271795	P38920	PF02518	23	150	Domain
23306042	Q12083	PF13589	23	157	Domain
23324552	Q07794	PF08214	3	413	Domain
23328485	P06839	PF06777	270	415	Domain
23330260	P47041	PF08539	317	481	Domain
23330750	P38346	PF08539	323	483	Domain
23331280	P32769	PF08938	4	84	Domain
23335861	P53838	PF00955	218	501	Family
23336329	P53838	PF00955	52	234	Family
23347170	P0CH63	PF01966	52	163	Family
23348279	P53144	PF01966	58	164	Family
23353112	P0CH64	PF01966	52	163	Family
23391624	Q06629	PF11496	7	325	Domain
23391658	Q06623	PF11496	26	299	Domain
23392907	Q06625	PF14701	136	560	Domain
23404451	P38331	PF13023	55	216	Domain
23435074	P38217	PF02985	422	452	Repeat
23435779	P38873	PF02985	782	812	Repeat
23436286	P38217	PF02985	694	724	Repeat
23437283	Q06708	PF02985	87	117	Repeat
23437402	P38217	PF02985	463	493	Repeat
23438488	Q06142	PF02985	412	442	Repeat
23440342	P47120	PF13646	223	308	Family
23442427	P47120	PF13646	62	151	Family
23451550	P32565	PF13646	568	661	Family
23473232	P53119	PF00632	607	910	Domain
23480490	Q03280	PF00632	2962	3268	Domain
23480760	P40985	PF00632	570	892	Domain
23484252	P33202	PF00632	1148	1483	Domain
23485921	P39940	PF00632	505	809	Domain
23488638	P47172	PF09814	7	341	Domain
23502225	Q03707	PF12949	14	48	Domain
23502493	Q03281	PF12949	8	42	Domain
23503049	P35187	PF00271	884	995	Family
23503227	P15424	PF00271	358	471	Family
23508040	P31380	PF00271	949	1063	Family
23508136	P24784	PF00271	397	506	Family
23511767	P21372	PF00271	516	620	Family
23512035	P36009	PF00271	277	416	Family
23512946	P40562	PF00271	505	612	Family
23515961	P40434	PF00271	899	1007	Family
23519329	P38719	PF00271	238	349	Family
23526529	Q03099	PF00271	606	714	Family
23528095	P38144	PF00271	502	616	Family
23529076	P38086	PF00271	664	778	Family
23531472	P53819	PF00271	1092	1200	Family
23532798	P20447	PF00271	340	454	Family
23538394	P53734	PF00271	430	563	Family
23539785	P24783	PF00271	343	455	Family
23541603	P53166	PF00271	366	530	Family
23549574	Q06683	PF00271	232	373	Family
23551215	P0CX21	PF00271	1028	1136	Family
23563914	P0CX22	PF00271	1028	1136	Family
23565320	P0CX15	PF00271	1092	1200	Family
23568623	P53115	PF00271	1299	1412	Family
23568668	P53327	PF00271	518	673	Family
23570900	P06634	PF00271	385	494	Family
23571722	O13559	PF00271	614	722	Family
23575909	P32333	PF00271	1634	1746	Family
23577700	Q06218	PF00271	258	418	Family
23578396	Q05471	PF00271	1246	1359	Family
23580798	Q06554	PF00271	1356	1474	Family
23582527	P32657	PF00271	695	809	Family
23582546	Q05549	PF00271	516	633	Family
23583796	Q04217	PF00271	710	817	Family
23585367	P40889	PF00271	899	1007	Family
23587813	P32849	PF00271	994	1115	Family
23589189	Q12099	PF00271	251	360	Family
23589927	P25808	PF00271	247	365	Family
23590658	P32580	PF00271	389	503	Family
23591063	P22082	PF00271	1087	1201	Family
23598038	Q99208	PF00271	606	714	Family
23600772	Q06698	PF00271	848	979	Family
23601589	P38712	PF00271	307	416	Family
23605456	Q07478	PF00271	292	401	Family
23606546	P10081	PF00271	246	355	Family
23607256	P32892	PF00271	462	574	Family
23609582	P53131	PF00271	288	432	Family
23610920	P40105	PF00271	914	1022	Family
23612607	Q08773	PF00271	490	604	Family
23614603	P20449	PF00271	316	431	Family
23616409	P35207	PF00271	643	768	Family
23616557	Q03532	PF00271	275	384	Family
23622811	P24384	PF00271	673	813	Family
23623670	P31244	PF00271	619	734	Family
23629465	P32597	PF00271	791	905	Family
23633444	P36120	PF00271	414	558	Family
23635321	P23394	PF00271	423	532	Family
23637647	Q12389	PF00271	421	527	Family
23641210	P15938	PF00271	549	694	Family
23642438	Q3E7X8	PF00271	453	561	Family
23645713	P40352	PF00271	651	768	Family
23648319	P20095	PF00271	419	557	Family
23649217	P32639	PF00271	721	879	Family
23651596	P51979	PF00271	357	497	Family
23652769	P32863	PF00271	655	770	Family
23652835	P45818	PF00271	357	467	Family
23653673	P0CX14	PF00271	1092	1200	Family
23654130	Q07888	PF00271	606	714	Family
23655431	P0CX20	PF00271	1028	1136	Family
23660446	P47047	PF00271	392	548	Family
23664148	P43538	PF00271	229	337	Family
23665300	Q08995	PF00271	229	337	Family
23668572	P20448	PF00271	277	388	Family
23671242	P39517	PF00271	269	378	Family
23674686	P43610	PF00271	603	717	Family
23676235	Q3E7Y4	PF00271	1	44	Family
23683630	P38112	PF00271	450	574	Family
23693694	Q08562	PF00271	1443	1559	Family
23693809	P53327	PF00271	1358	1509	Family
23694600	P06839	PF13307	526	700	Domain
23702045	P22516	PF13307	650	835	Domain
23706250	Q00578	PF13625	132	259	Domain
23710516	P32639	PF18149	279	389	Domain
23711602	P53914	PF05127	280	493	Domain
23713198	P35187	PF11408	1271	1350	Family
23726571	P06174	PF02602	20	266	Family
23747285	P32339	PF01126	16	253	Domain
23949070	P32501	PF00132	382	422	Repeat
23984187	P32501	PF00132	330	362	Repeat
23996821	P41940	PF00132	260	295	Repeat
24027400	P40892	PF14602	130	165	Repeat
24038192	P40892	PF14602	94	121	Repeat
24043926	Q04409	PF00349	17	229	Domain
24045055	P17709	PF00349	17	228	Domain
24045083	P04806	PF00349	26	221	Domain
24045890	Q06204	PF00349	6	206	Domain
24047287	P04807	PF00349	26	221	Domain
24051143	P04807	PF03727	227	470	Domain
24052499	Q04409	PF03727	245	499	Domain
24052837	P17709	PF03727	245	499	Domain
24052997	Q06204	PF03727	212	425	Domain
24053771	P04806	PF03727	227	469	Domain
24058915	P38928	PF05345	186	232	Domain
24069806	Q06625	PF14702	732	975	Domain
24070146	Q06625	PF14699	46	134	Family
24077588	Q06817	PF03129	505	597	Domain
24079011	P07263	PF03129	427	527	Domain
24092294	P38708	PF03129	475	576	Domain
24100511	P07236	PF03129	349	457	Domain
24101720	P38088	PF03129	570	662	Domain
24105022	P04801	PF03129	629	723	Domain
24111831	P15442	PF12745	1387	1657	Domain
24123629	P31378	PF00633	222	250	Motif
24132767	P53397	PF00730	127	291	Domain
24145866	P22134	PF00730	88	239	Domain
24150107	Q08214	PF00730	153	301	Domain
24151369	P31378	PF00730	148	296	Domain
24179613	P25453	PF14520	22	74	Domain
24202829	P25454	PF14520	84	138	Domain
24217875	P23615	PF14635	897	1000	Domain
24221173	P25615	PF14716	187	254	Domain
24248645	Q06673	PF12722	102	496	Family
24248981	Q06673	PF12722	520	1223	Family
24255422	Q03713	PF04588	30	81	Family
24256757	P53721	PF04588	120	165	Family
24258131	P40008	PF08732	65	179	Family
24258257	Q06674	PF08732	168	336	Family
24269082	P32479	PF07569	735	838	Family
24269535	P32480	PF07569	581	824	Family
24270236	P32849	PF08797	176	284	Domain
24272459	P32479	PF09453	484	505	Motif
24276698	P00498	PF01634	58	218	Family
24282895	P00498	PF08029	222	294	Domain
24420507	P39928	PF00512	566	629	Domain
24500476	P00815	PF00815	374	788	Family
24502307	Q12692	PF00125	9	99	Domain
24502343	P36012	PF00125	92	225	Domain
24502617	P02293	PF00125	1	105	Domain
24504584	P04912	PF00125	4	92	Domain
24509457	P02294	PF00125	1	105	Domain
24509865	P04911	PF00125	4	92	Domain
24514695	P61830	PF00125	1	132	Domain
24515899	Q02516	PF00125	94	225	Domain
24517828	P04912	PF16211	93	127	Family
24518707	P04911	PF16211	93	127	Family
24518951	Q12692	PF16211	100	133	Family
24526328	Q12214	PF00850	19	390	Domain
24532942	Q02959	PF00850	68	434	Domain
24533902	P53973	PF00850	83	394	Domain
24537157	P32561	PF00850	38	329	Domain
24542189	P53096	PF00850	45	338	Domain
24548945	P33734	PF00977	239	532	Family
24549554	P40545	PF00977	3	246	Family
24577976	P36069	PF00300	56	285	Domain
24581717	Q99288	PF00300	189	321	Domain
24582047	P40433	PF00300	457	612	Domain
24583028	Q12415	PF00300	6	209	Domain
24590043	P00950	PF00300	4	136	Domain
24597148	Q12008	PF00300	12	112	Domain
24597364	P53929	PF00300	6	211	Domain
24598279	P32604	PF00300	227	414	Domain
24599807	Q12326	PF00300	166	281	Domain
24602331	Q12008	PF00300	171	286	Domain
24606983	Q12040	PF00300	19	214	Domain
24611367	Q06137	PF00300	336	506	Domain
24622807	P36136	PF00300	8	203	Domain
24627918	Q12326	PF00300	9	171	Domain
24628457	P00950	PF00300	128	221	Domain
24629854	P24031	PF00328	65	399	Family
24632789	P38693	PF00328	65	399	Family
24634805	P00635	PF00328	65	399	Family
24635056	Q06685	PF00328	538	1047	Family
24636727	P52290	PF00328	66	400	Family
24636972	P35842	PF00328	65	399	Family
24639237	Q08702	PF01230	15	139	Domain
24644563	P49775	PF01230	11	107	Domain
24652410	Q04344	PF01230	32	125	Domain
24655945	P46973	PF18268	79	159	Domain
24658782	P41835	PF02110	255	526	Domain
24665463	P07270	PF00010	251	307	Domain
24669907	P17106	PF00010	223	271	Domain
24674647	P33122	PF00010	181	266	Domain
24685570	P32607	PF00010	12	97	Domain
24685870	Q12398	PF00010	267	342	Domain
24687876	P38165	PF00010	286	345	Domain
24765201	Q03419	PF03006	75	300	Family
24768146	Q99393	PF03006	57	288	Family
24769628	Q12442	PF03006	74	297	Family
24772948	Q07959	PF03006	252	529	Family
24775383	P38636	PF00403	8	66	Domain
24778761	P38995	PF00403	83	144	Domain
24782323	P40202	PF00403	10	67	Domain
24790342	P38995	PF00403	5	65	Domain
24819201	P12683	PF00368	645	1025	Family
24819267	P12684	PF00368	641	1021	Family
24820756	P11154	PF00682	557	829	Domain
24826567	Q12122	PF00682	36	296	Domain
24826769	P32327	PF00682	558	830	Domain
24842646	P48570	PF00682	22	282	Domain
24845366	P06208	PF00682	60	342	Domain
24845970	Q12166	PF00682	59	341	Domain
24856720	Q02486	PF00505	43	111	Domain
24857018	Q03973	PF00505	106	179	Domain
24857203	P25042	PF00505	10	83	Domain
24858557	P33417	PF00505	361	429	Domain
24859001	P33417	PF00505	434	500	Domain
24862023	Q02486	PF00505	116	183	Domain
24862237	Q03435	PF00505	94	158	Domain
24864376	P11632	PF00505	21	89	Domain
24866257	P11633	PF00505	27	95	Domain
24871858	P54839	PF08540	217	490	Domain
24874612	P54839	PF01154	45	216	Domain
24911419	P41817	PF05920	180	219	Family
24914970	P53147	PF05920	212	251	Family
24920646	P0CY13	PF00046	40	98	Domain
24928311	Q04116	PF00046	174	230	Domain
24936263	P07269	PF00046	78	134	Domain
24940319	P0CY08	PF00046	132	189	Domain
24956072	P0CY11	PF00046	71	126	Domain
24960921	P0CY09	PF00046	132	189	Domain
24966186	P34161	PF00046	177	233	Domain
24974907	P31116	PF00742	151	353	Domain
24977153	P17255	PF05204	478	579	Domain
24977185	P09932	PF05204	309	427	Domain
24977272	P17255	PF05204	585	696	Domain
24977376	P09932	PF05203	1	464	Domain
24977447	P17255	PF05203	284	736	Domain
24980478	P40958	PF02301	10	193	Domain
24981088	P38927	PF02301	5	169	Domain
24982227	P20050	PF02301	22	244	Domain
25019406	Q99332	PF13694	129	309	Family
25019412	P39734	PF13694	86	280	Family
25019718	P12683	PF13323	10	161	Family
25019860	P12684	PF13323	10	160	Family
25030521	P53848	PF01288	301	435	Domain
25044407	Q07688	PF01627	30	107	Family
25064393	P24583	PF02185	7	69	Family
25083172	Q12149	PF00570	438	505	Domain
25085803	Q05905	PF16815	3	241	Domain
25094416	Q12512	PF13933	6	248	Domain
25098185	Q05471	PF07529	342	411	Domain
25099185	P32597	PF07529	312	382	Domain
25099549	Q06337	PF07529	348	416	Domain
25100590	P22082	PF07529	592	660	Domain
25104383	P53193	PF07743	100	172	Domain
25123835	P10961	PF00447	175	275	Domain
25125626	P47175	PF00447	13	103	Domain
25125799	P38889	PF00447	87	188	Domain
25126607	P53050	PF00447	6	116	Domain
25128841	P20134	PF00447	65	205	Domain
25129858	P38348	PF18794	304	480	Family
25129902	P38348	PF18795	9	248	Family
25140093	P15992	PF00011	96	207	Family
25146885	Q12329	PF00011	247	356	Family
25160240	P32589	PF00012	4	644	Family
25167323	Q05931	PF00012	30	650	Family
25175268	P09435	PF00012	4	610	Family
25178961	P22202	PF00012	4	610	Family
25182561	P10592	PF00012	4	607	Family
25184980	P38788	PF00012	5	465	Family
25185076	P11484	PF00012	9	613	Family
25185456	P32590	PF00012	4	644	Family
25185603	P10591	PF00012	4	607	Family
25187672	P16474	PF00012	52	655	Family
25188093	P36016	PF00012	64	681	Family
25190640	P40150	PF00012	9	613	Family
25194223	P39987	PF00012	29	630	Family
25195597	P0CS90	PF00012	32	633	Family
25196567	P02829	PF00183	183	706	Family
25199713	P15108	PF00183	183	702	Family
25206660	P22943	PF04119	1	59	Family
25607835	O14467	PF01381	85	139	Domain
25751591	P23615	PF14641	336	446	Domain
25833537	P32349	PF08221	47	109	Domain
25960683	P32896	PF03221	72	138	Domain
25974389	Q01448	PF08729	554	602	Domain
25981969	Q02574	PF04005	1	332	Family
25986602	Q12208	PF09749	64	288	Family
26024178	P28273	PF01968	242	536	Family
26028866	P28273	PF02538	747	1284	Family
26033853	P28273	PF05378	7	223	Family
26047412	Q12674	PF00702	925	1177	Domain
26050581	P42941	PF00702	91	267	Domain
26054961	Q12691	PF00702	462	769	Domain
26056210	P13587	PF00702	462	769	Domain
26056629	P05030	PF00702	372	646	Domain
26061204	P19657	PF00702	401	675	Domain
26067413	P38995	PF00702	621	850	Domain
26067911	Q04223	PF00702	22	230	Domain
26068153	P38929	PF00702	604	853	Domain
26071718	P41277	PF00702	57	191	Domain
26076956	P53078	PF00702	55	240	Domain
26080952	P39986	PF00702	481	733	Domain
26085974	Q01896	PF00702	462	769	Domain
26086223	P13586	PF00702	365	692	Domain
26087044	P38360	PF00702	897	1119	Domain
26092425	Q12697	PF00702	916	1100	Domain
26097875	P19881	PF00702	24	267	Domain
26128118	P28321	PF12146	37	289	Family
26151610	Q07379	PF12146	65	204	Family
26159073	P42840	PF12146	93	212	Family
26171648	P36151	PF13344	16	114	Domain
26184540	P36151	PF13242	243	343	Domain
26203252	P40442	PF11765	305	610	Domain
26203467	Q05164	PF11765	288	636	Domain
26358402	P01098	PF04568	4	86	Family
26359054	P01097	PF04568	2	85	Family
26361501	Q02821	PF01749	17	109	Family
26364559	Q06142	PF03810	25	106	Family
26365930	P46970	PF03810	24	104	Family
26367671	P40069	PF03810	25	92	Family
26368118	P30822	PF03810	34	100	Family
26368817	Q04175	PF03810	25	97	Family
26370795	P33307	PF03810	23	96	Family
26373308	P53067	PF03810	21	100	Family
26373360	Q02932	PF03810	31	103	Family
26374550	Q04638	PF01485	381	435	Domain
26381552	Q04638	PF01485	272	338	Domain
26383996	P36113	PF01485	242	314	Domain
26386220	P36113	PF01485	320	384	Domain
26391640	P40499	PF08426	13	488	Family
26395812	Q12031	PF00463	46	575	Domain
26399305	P28240	PF00463	22	550	Domain
26429284	P32584	PF04140	123	219	Family
26435802	P47125	PF01231	22	444	Family
26436865	P40060	PF17335	10	123	Family
26437954	P25038	PF11987	455	560	Domain
26441509	P39730	PF11987	742	844	Domain
26452575	Q06489	PF01008	49	399	Family
26452739	P14741	PF01008	15	292	Family
26455559	P12754	PF01008	285	637	Family
26456228	P32502	PF01008	33	358	Family
26465228	P25038	PF04760	63	115	Domain
26490156	P07260	PF01652	38	196	Domain
26509490	P06633	PF00475	57	200	Family
26522579	P00937	PF00218	217	482	Domain
26524023	P38783	PF09597	42	97	Domain
26597442	Q06706	PF04762	18	988	Family
26609232	P47155	PF10311	6	145	Family
26611986	P06168	PF01450	248	393	Family
26628438	P39522	PF00920	55	581	Family
26639090	P06168	PF07991	74	243	Family
26644420	P25642	PF05046	64	146	Domain
26645834	P47170	PF12257	207	485	Family
26654965	P38697	PF00478	36	512	Domain
26659822	P50095	PF00478	36	512	Domain
26665659	P50094	PF00478	37	513	Domain
26668293	P32337	PF18808	274	366	Repeat
26669544	P32337	PF18816	1001	1054	Repeat
26670111	P32337	PF18829	766	872	Repeat
26681941	P12689	PF00817	361	522	Family
26687051	Q04049	PF00817	29	276	Family
26698897	P12689	PF11799	615	745	Domain
26709985	P38283	PF03941	630	680	Family
26716000	P50947	PF12998	10	111	Domain
26716053	P38806	PF12998	6	111	Domain
26724942	P01094	PF10466	1	68	Family
26736424	P25036	PF05922	70	168	Domain
26737388	P09232	PF05922	182	280	Domain
26740023	P23796	PF04179	400	512	Domain
26746839	P11986	PF01658	324	439	Family
26759524	Q05533	PF00459	7	287	Family
26764235	P32179	PF00459	3	353	Family
26767087	P38710	PF00459	4	289	Family
26770907	Q03694	PF12634	79	260	Family
26776118	P53898	PF07281	114	274	Family
26776181	P38837	PF07281	102	290	Family
26778829	Q06667	PF06090	4	268	Family
26791099	Q7LHG5	PF17921	1117	1177	Domain
26792342	Q99315	PF17921	1091	1151	Domain
26809511	P03875	PF01348	602	759	Family
26809630	P03876	PF01348	638	781	Family
26833017	P50077	PF00520	1529	1778	Family
26838975	P50077	PF00520	769	1010	Family
26843671	P50077	PF00520	1209	1484	Family
26854021	P50077	PF00520	479	724	Family
26895117	P40310	PF07885	386	462	Family
26896311	P40310	PF07885	253	328	Family
26904686	P38803	PF12333	125	219	Family
26906986	P07250	PF03770	114	353	Family
26908086	Q12494	PF03770	759	958	Family
26909278	P41818	PF04979	91	224	Family
26910609	P07884	PF01715	49	305	Domain
26934210	Q12280	PF00612	718	738	Motif
26941542	P32492	PF00612	900	920	Motif
26981047	P40988	PF04120	346	410	Family
26981174	P40988	PF04120	453	540	Family
26986533	Q03104	PF10281	239	276	Repeat
26988369	Q03104	PF10281	447	482	Repeat
26988603	Q03104	PF10281	109	145	Repeat
26988671	Q03104	PF10281	165	201	Repeat
26989993	Q99312	PF06437	1	443	Family
27008658	P53184	PF00857	2	214	Family
27016589	P40495	PF00180	25	367	Domain
27017672	P28834	PF00180	30	357	Domain
27030189	P04173	PF00180	6	355	Domain
27030510	P53982	PF00180	5	399	Domain
27033682	P41939	PF00180	5	399	Domain
27035896	P28241	PF00180	38	367	Domain
27037059	P21954	PF00180	21	416	Domain
27048119	P53843	PF03398	13	183	Family
27060647	P21374	PF06246	1	232	Family
27068100	Q04179	PF01156	6	324	Domain
27074593	Q07532	PF08574	151	220	Family
27076636	P33338	PF01608	809	963	Family
27081613	Q08723	PF01398	3	116	Family
27082026	Q12468	PF01398	66	190	Family
27086352	P43588	PF01398	22	135	Family
27109567	Q03833	PF02373	191	307	Domain
27111048	P47156	PF02373	414	532	Domain
27111487	P39956	PF02373	222	338	Domain
27113970	Q03833	PF02375	13	46	Family
27115037	P47156	PF02375	5	40	Family
27115700	P39956	PF02375	15	48	Family
27124933	P13185	PF02149	1020	1064	Domain
27127105	P13186	PF02149	1103	1147	Domain
27132493	P32526	PF08580	35	641	Family
27169125	P47114	PF16944	14	266	Family
27169560	Q04705	PF16944	9	277	Family
27173340	P53323	PF06293	46	224	Family
27193951	Q06346	PF08552	11	182	Family
27237503	Q08282	PF01344	441	487	Repeat
27248617	Q08979	PF07646	453	507	Repeat
27250481	P50090	PF13415	97	150	Domain
27251125	P38853	PF13415	356	407	Domain
27254006	Q08979	PF13415	206	256	Domain
27254734	Q08979	PF13415	92	146	Domain
27263878	P50090	PF13418	258	306	Repeat
27270991	P38853	PF13854	121	163	Repeat
27271028	P38853	PF13854	234	277	Repeat
27275075	P50090	PF13854	194	237	Repeat
27276386	P53094	PF13964	159	215	Repeat
27277944	P32634	PF13964	131	188	Repeat
27290083	P39525	PF00109	2	265	Domain
27317876	P19097	PF00109	1164	1393	Domain
27368511	P19097	PF02801	1494	1612	Domain
27370456	P39525	PF02801	273	391	Domain
27383693	P06105	PF00013	636	704	Domain
27385231	P38151	PF00013	150	215	Domain
27385896	Q12186	PF00013	151	232	Domain
27391813	P06105	PF00013	179	251	Domain
27394356	P38151	PF00013	332	396	Domain
27399012	P06105	PF00013	714	773	Domain
27399485	P06105	PF00013	941	1003	Domain
27402984	P06105	PF00013	784	853	Domain
27403999	P06105	PF00013	862	931	Domain
27412360	P38199	PF00013	158	223	Domain
27420752	P16523	PF00013	189	263	Domain
27426818	P06105	PF00013	1160	1218	Domain
27427325	P38151	PF00013	68	132	Domain
27428438	P38199	PF00013	260	328	Domain
27436051	P38199	PF00013	45	109	Domain
27453810	P05750	PF07650	20	96	Domain
27469336	P38792	PF15985	197	239	Domain
27469585	Q08285	PF15985	153	202	Domain
27471994	Q99216	PF17903	95	176	Domain
27472194	P25586	PF17903	39	119	Domain
27486772	P25302	PF04383	52	143	Domain
27488074	P39678	PF04383	19	97	Domain
27488162	P36093	PF04383	201	289	Domain
27489373	P40962	PF10357	47	192	Family
27497841	P32364	PF00225	33	364	Domain
27503794	P27895	PF00225	42	246	Domain
27504860	P27895	PF00225	275	477	Domain
27524122	P53086	PF00225	104	438	Domain
27525269	P28742	PF00225	58	410	Domain
27525309	P17119	PF00225	392	723	Domain
27525741	P28743	PF00225	80	493	Domain
27529660	P53169	PF08568	1	633	Family
27529798	P38315	PF08568	1	669	Family
27533371	P19659	PF16987	6	88	Domain
27541241	P05743	PF00467	52	90	Family
27550584	P0CX36	PF00467	177	211	Family
27554874	P0CX35	PF00467	177	211	Family
27555612	P53221	PF00467	52	90	Family
27589390	P17260	PF17056	221	286	Family
