	uniprot	pfam	start	stop	type	Name	ID
12493590	P40825	PF02272	828	977	Family	DHHA1 domain	DHHA1
12507342	P38698	PF02833	245	391	Family	DHHA2 domain	DHHA2
12515199	Q03289	PF01529	125	252	Family	DHHC palmitoyltransferase	DHHC
12516011	Q06551	PF01529	168	291	Family	DHHC palmitoyltransferase	DHHC
12516258	Q12006	PF01529	75	206	Family	DHHC palmitoyltransferase	DHHC
12517431	Q04629	PF01529	130	250	Family	DHHC palmitoyltransferase	DHHC
12520217	P42836	PF01529	99	225	Family	DHHC palmitoyltransferase	DHHC
12521316	Q12013	PF01529	441	584	Family	DHHC palmitoyltransferase	DHHC
12523034	P39010	PF01529	465	609	Family	DHHC palmitoyltransferase	DHHC
12541804	P28272	PF01180	4	296	Domain	Dihydroorotate dehydrogenase	DHO_dh
12547636	P08566	PF01487	1078	1298	Domain	Type I 3-dehydroquinase	DHquinase_I
12555981	P08566	PF01761	71	367	Domain	3-dehydroquinate synthase	DHQ_synthase
12564090	Q06409	PF06920	1369	1818	Family	Dock homology region 2	DHR-2
12575350	P50076	PF04922	66	458	Family	DIE2/ALG10 family	DIE2_ALG10
12577160	P19524	PF01843	1382	1482	Family	DIL domain	DIL
12579570	P32492	PF01843	1299	1399	Family	DIL domain	DIL
12579889	O13585	PF01843	556	726	Family	DIL domain	DIL
12581709	Q06819	PF02966	5	137	Domain	Mitosis protein DIM1	DIM1
12646201	P32461	PF01866	69	400	Family	Putative diphthamide synthesis protein	Diphthamide_syn
12648090	P40487	PF01866	99	405	Family	Putative diphthamide synthesis protein	Diphthamide_syn
12649342	Q12429	PF01902	1	255	Family	Diphthamide synthase	Diphthami_syn_2
12655912	P24276	PF17877	1064	1151	Domain	DIS3-like exonuclease 2 C terminal	Dis3l2_C_term
12673597	P21623	PF05141	205	511	Family	Pyoverdine/dityrosine biosynthesis protein	DIT1_PvcA
12689377	Q04432	PF01965	22	233	Domain	DJ-1/PfpI family	DJ-1_PfpI
12718185	P33322	PF08068	19	76	Domain	DKCLD (NUC011) domain	DKCLD
12725002	P39721	PF01738	30	244	Domain	Dienelactone hydrolase family	DLH
12726772	Q07505	PF01738	18	253	Domain	Dienelactone hydrolase family	DLH
12739106	Q04949	PF05783	138	283	Family	Dynein light intermediate chain (DLIC)	DLIC
12746453	Q12275	PF06464	5	121	Domain	DMAP1-binding Domain	DMAP_binding
12754303	P50861	PF00885	17	164	Domain	6,7-dimethyl-8-ribityllumazine synthase	DMRL_synthase
12765210	P38859	PF08696	444	662	Family	DNA replication factor Dna2	Dna2
12805552	P39101	PF00226	6	68	Domain	DnaJ domain	DnaJ
12806636	P32527	PF00226	97	165	Domain	DnaJ domain	DnaJ
12810440	P53863	PF00226	4	67	Domain	DnaJ domain	DnaJ
12813854	P25491	PF00226	6	67	Domain	DnaJ domain	DnaJ
12815831	P46997	PF00226	13	74	Domain	DnaJ domain	DnaJ
12819723	P47138	PF00226	8	73	Domain	DnaJ domain	DnaJ
12823727	P53193	PF00226	28	78	Domain	DnaJ domain	DnaJ
12825992	P25294	PF00226	6	65	Domain	DnaJ domain	DnaJ
12826551	P40564	PF00226	6	68	Domain	DnaJ domain	DnaJ
12829227	P35191	PF00226	61	122	Domain	DnaJ domain	DnaJ
12832670	P53940	PF00226	6	68	Domain	DnaJ domain	DnaJ
12835835	P25303	PF00226	23	85	Domain	DnaJ domain	DnaJ
12837069	P48353	PF00226	21	82	Domain	DnaJ domain	DnaJ
12843118	P14906	PF00226	125	192	Domain	DnaJ domain	DnaJ
12854168	P40358	PF00226	538	605	Domain	DnaJ domain	DnaJ
12860766	Q12350	PF00226	58	147	Domain	DnaJ domain	DnaJ
12863743	P43613	PF00226	44	105	Domain	DnaJ domain	DnaJ
12865010	P39102	PF00226	9	74	Domain	DnaJ domain	DnaJ
12867803	P52868	PF00226	15	84	Domain	DnaJ domain	DnaJ
12868657	P39101	PF14308	176	376	Domain	X-domain of DnaJ-containing	DnaJ-X
12869795	P40564	PF14308	205	422	Domain	X-domain of DnaJ-containing	DnaJ-X
12874873	P25491	PF01556	116	336	Domain	DnaJ C terminal domain	DnaJ_C
12877101	P25303	PF01556	142	363	Domain	DnaJ C terminal domain	DnaJ_C
12884514	P25294	PF01556	182	337	Domain	DnaJ C terminal domain	DnaJ_C
12886347	P39102	PF01556	132	377	Domain	DnaJ C terminal domain	DnaJ_C
12888983	P53940	PF01556	179	411	Domain	DnaJ C terminal domain	DnaJ_C
12890693	P35191	PF01556	202	430	Domain	DnaJ C terminal domain	DnaJ_C
12893204	P25491	PF00684	143	208	Domain	DnaJ central domain	DnaJ_CXXCXGXG
12893826	P35191	PF00684	230	292	Domain	DnaJ central domain	DnaJ_CXXCXGXG
12895049	P39102	PF00684	159	235	Domain	DnaJ central domain	DnaJ_CXXCXGXG
12899732	P25303	PF00684	169	232	Domain	DnaJ central domain	DnaJ_CXXCXGXG
12903275	P53940	PF00684	206	269	Domain	DnaJ central domain	DnaJ_CXXCXGXG
12908420	P15801	PF18136	95	362	Domain	DNA mitochondrial polymerase exonuclease domain	DNApol_Exo
12936674	P26188	PF01035	100	180	Domain	6-O-methylguanine DNA methyltransferase, DNA binding domain	DNA_binding_1
13001981	P06786	PF00204	246	413	Domain	DNA gyrase B	DNA_gyraseB
13045680	P04819	PF04679	623	732	Family	ATP dependent DNA ligase C terminal region	DNA_ligase_A_C
13047529	P04819	PF01068	393	598	Domain	ATP dependent DNA ligase domain	DNA_ligase_A_M
13053456	Q08387	PF01068	256	466	Domain	ATP dependent DNA ligase domain	DNA_ligase_A_M
13061986	P04819	PF04675	147	324	Family	DNA ligase N terminus	DNA_ligase_A_N
13064128	Q08387	PF04675	19	214	Family	DNA ligase N terminus	DNA_ligase_A_N
13098797	P14242	PF01119	249	357	Family	DNA mismatch repair protein, C-terminal domain	DNA_mis_repair
13100327	P38920	PF01119	213	335	Family	DNA mismatch repair protein, C-terminal domain	DNA_mis_repair
13100785	Q07980	PF01119	241	358	Family	DNA mismatch repair protein, C-terminal domain	DNA_mis_repair
13104366	P05066	PF00875	77	263	Domain	DNA photolyase	DNA_photolyase
13176020	P38251	PF13177	18	194	Domain	DNA polymerase III, delta subunit	DNA_pol3_delta2
13215013	P15801	PF00476	531	941	Family	DNA polymerase family A	DNA_pol_A
13217079	P13382	PF12254	9	77	Family	DNA polymerase alpha subunit p180 N terminal	DNA_pol_alpha_N
13225312	Q12149	PF01612	213	381	Domain	3'-5' exonuclease	DNA_pol_A_exo1
13235196	P14284	PF00136	910	1362	Family	DNA polymerase family B	DNA_pol_B
13236575	P15436	PF00136	546	973	Family	DNA polymerase family B	DNA_pol_B
13240361	P21951	PF00136	634	1106	Family	DNA polymerase family B	DNA_pol_B
13241598	P13382	PF00136	783	1229	Family	DNA polymerase family B	DNA_pol_B
13244177	P14284	PF03104	64	239	Family	DNA polymerase family B, exonuclease domain	DNA_pol_B_exo1
13244270	P13382	PF03104	375	719	Family	DNA polymerase family B, exonuclease domain	DNA_pol_B_exo1
13244354	P15436	PF03104	142	482	Family	DNA polymerase family B, exonuclease domain	DNA_pol_B_exo1
13248670	P21951	PF03104	121	442	Family	DNA polymerase family B, exonuclease domain	DNA_pol_B_exo1
13250671	P14284	PF03104	616	844	Family	DNA polymerase family B, exonuclease domain	DNA_pol_B_exo1
13254085	P25615	PF14792	326	507	Domain	DNA polymerase beta palm	DNA_pol_B_palm
13257632	P25615	PF14791	514	574	Family	DNA polymerase beta thumb	DNA_pol_B_thumb
13259621	P46957	PF18018	52	190	Domain	DNA polymerase delta subunit OB-fold domain	DNA_pol_D_N
13261561	P24482	PF04042	400	651	Family	DNA polymerase alpha/epsilon subunit B	DNA_pol_E_B
13261715	P46957	PF04042	214	446	Family	DNA polymerase alpha/epsilon subunit B	DNA_pol_E_B
13263521	P38121	PF04042	395	642	Family	DNA polymerase alpha/epsilon subunit B	DNA_pol_E_B
13265871	P39985	PF04931	46	859	Family	DNA polymerase phi	DNA_pol_phi
13268319	P20457	PF04104	223	504	Family	Eukaryotic and archaeal DNA primase, large subunit	DNA_primase_lrg
13269956	P10363	PF01896	110	344	Family	DNA primase small subunit	DNA_primase_S
13280149	P40422	PF03604	29	60	Domain	DNA directed RNA polymerase, 7 kDa subunit	DNA_RNApol_7kD
13283094	P06786	PF00521	690	1160	Family	DNA gyrase/topoisomerase IV, subunit A	DNA_topoisoIV
13324929	Q03921	PF04118	18	356	Family	Dopey, N-terminal	Dopey_N
13326604	Q04632	PF04124	28	381	Family	Dor1-like family	Dor1
13327862	Q04089	PF08123	350	555	Domain	Histone methylation protein DOT1	DOT1
13364314	Q2V2P5	PF07297	1	73	Family	Dolichol phosphate-mannose biosynthesis regulatory protein (DPM2)	DPM2
13371410	P18962	PF00930	148	508	Family	Dipeptidyl peptidase IV (DPP IV) N-terminal region	DPPIV_N
13373980	P33894	PF00930	247	623	Family	Dipeptidyl peptidase IV (DPP IV) N-terminal region	DPPIV_N
13381526	Q03323	PF05186	121	162	Motif	Dpy-30 motif	Dpy-30
13385212	P34252	PF11719	69	453	Family	DNA replication and checkpoint protein	Drc1-Sld2
13385695	P34252	PF11719	6	78	Family	DNA replication and checkpoint protein	Drc1-Sld2
13386049	P36152	PF16803	5	134	Domain	Fe-S cluster assembly protein DRE2 N-terminus	DRE2_N
13389621	P41832	PF06367	511	707	Family	Diaphanous FH3 Domain	Drf_FH3
13391580	P41832	PF06371	281	460	Family	Diaphanous GTPase-binding Domain	Drf_GBD
13395045	P35194	PF07539	822	1410	Family	Down-regulated in metastasis	DRIM
13396217	P30620	PF07522	486	637	Domain	DNA repair metallo-beta-lactamase	DRMBL
13412886	P38791	PF01916	47	375	Domain	Deoxyhypusine synthase	DS
13453004	Q04773	PF01984	8	118	Family	Double-stranded DNA-binding domain	dsDNA_bind
13454806	P47047	PF08148	898	1068	Domain	DSHCT (NUC185) domain	DSHCT
13456651	P35207	PF08148	1108	1282	Domain	DSHCT (NUC185) domain	DSHCT
13459643	P53847	PF11989	560	753	Domain	Retrograde transport protein Dsl1 C terminal	Dsl1_C
13459780	P53847	PF11988	5	360	Domain	Retrograde transport protein Dsl1 N terminal	Dsl1_N
13461944	P38590	PF00782	242	372	Domain	Dual specificity phosphatase, catalytic domain	DSPc
13462992	P53916	PF00782	147	242	Domain	Dual specificity phosphatase, catalytic domain	DSPc
13468197	P40479	PF00782	68	193	Domain	Dual specificity phosphatase, catalytic domain	DSPc
13468572	P38148	PF00782	650	780	Domain	Dual specificity phosphatase, catalytic domain	DSPc
13469751	Q00684	PF00782	198	335	Domain	Dual specificity phosphatase, catalytic domain	DSPc
13472769	Q02256	PF00782	19	170	Domain	Dual specificity phosphatase, catalytic domain	DSPc
13479159	Q00684	PF14671	12	151	Domain	Dual specificity protein phosphatase, N-terminal half	DSPn
13483532	P36516	PF00035	303	369	Domain	Double-stranded RNA binding motif	dsrm
13497421	Q02555	PF00035	370	435	Domain	Double-stranded RNA binding motif	dsrm
13503803	O94742	PF05160	21	83	Family	DSS1/SEM1 family	DSS1_SEM1
13540050	P53073	PF06417	60	178	Family	Protein of unknown function (DUF1077)	DUF1077
13572717	Q03338	PF06544	340	467	Domain	Protein of unknown function (DUF1115)	DUF1115
13619889	Q8TGJ3	PF06842	10	45	Family	Protein of unknown function (DUF1242)	DUF1242
13637349	P37293	PF06916	91	222	Family	Protein of unknown function (DUF1279)	DUF1279
13666781	P25554	PF07039	127	250	Domain	SGF29 tudor-like domain	DUF1325
13687331	P40893	PF07081	14	189	Domain	Protein of unknown function (DUF1349)	DUF1349
13768472	Q03441	PF02582	205	377	Family	Uncharacterised ACR, YagE family COG1723	DUF155
13768519	Q05648	PF02582	154	350	Family	Uncharacterised ACR, YagE family COG1723	DUF155
13770601	P43620	PF02582	427	605	Family	Uncharacterised ACR, YagE family COG1723	DUF155
13802408	Q05867	PF07798	102	279	Family	Protein of unknown function (DUF1640)	DUF1640
13803072	P43557	PF07798	32	206	Family	Protein of unknown function (DUF1640)	DUF1640
13823383	P38345	PF07896	41	138	Family	Protein of unknown function (DUF1674)	DUF1674
13830001	P53723	PF07946	44	394	Family	Protein of unknown function (DUF1682)	DUF1682
13833377	P36141	PF07955	4	121	Family	Protein of unknown function (DUF1687)	DUF1687
13834621	P40508	PF07954	33	202	Family	Protein of unknown function (DUF1689)	DUF1689
13835672	P43594	PF07956	18	168	Family	Protein of Unknown function (DUF1690)	DUF1690
13836387	Q12106	PF07950	67	169	Family	Protein of unknown function (DUF1691)	DUF1691
13836424	Q12106	PF07950	182	278	Family	Protein of unknown function (DUF1691)	DUF1691
13842216	Q03036	PF08020	1	166	Family	Protein of unknown function (DUF1706)	DUF1706
13846063	P21339	PF08101	68	472	Domain	Domain of unknown function (DUF1708)	DUF1708
13847861	P38273	PF08217	6	703	Family	Fungal domain of unknown function (DUF1712)	DUF1712
13849107	P32344	PF08213	77	109	Domain	Mitochondrial domain of unknown function (DUF1713)	DUF1713
13849745	P32521	PF08226	466	531	Domain	Domain of unknown function (DUF1720)	DUF1720
13850017	P32521	PF08226	372	453	Domain	Domain of unknown function (DUF1720)	DUF1720
13850021	P32521	PF08226	417	482	Domain	Domain of unknown function (DUF1720)	DUF1720
13852652	P53914	PF08351	108	202	Family	Domain of unknown function (DUF1726)	DUF1726
13856850	P07149	PF08354	727	1074	Family	Domain of unknown function (DUF1729)	DUF1729
13877219	P21951	PF08490	1528	1920	Domain	Domain of unknown function (DUF1744)	DUF1744
13877854	Q06104	PF08508	34	232	Domain	Fungal domain of unknown function (DUF1746)	DUF1746
13878230	Q3E7A7	PF08520	2	66	Family	Fungal protein of unknown function (DUF1748)	DUF1748
13878528	Q2V2P4	PF08520	4	72	Family	Fungal protein of unknown function (DUF1748)	DUF1748
13880244	Q12239	PF08551	72	170	Domain	Eukaryotic integral membrane protein (DUF1751)	DUF1751
13880835	Q00816	PF08550	173	204	Domain	Fungal protein of unknown function (DUF1752)	DUF1752
13881565	P38232	PF08550	131	153	Domain	Fungal protein of unknown function (DUF1752)	DUF1752
13881812	P43574	PF08550	58	85	Domain	Fungal protein of unknown function (DUF1752)	DUF1752
13881969	P34072	PF08550	37	64	Domain	Fungal protein of unknown function (DUF1752)	DUF1752
13892396	Q07454	PF08578	422	541	Family	Protein of unknown function (DUF1765)	DUF1765
13897058	Q08954	PF08590	26	89	Domain	Domain of unknown function (DUF1771)	DUF1771
13904046	P32792	PF08643	106	359	Family	Fungal family of unknown function (DUF1776)	DUF1776
13952581	Q03759	PF08987	1	105	Family	Protein of unknown function (DUF1892)	DUF1892
13954143	Q06440	PF08953	4	69	Domain	Domain of unknown function (DUF1899)	DUF1899
13995335	P11075	PF09324	1369	1452	Family	Domain of unknown function (DUF1981)	DUF1981
14016093	Q05549	PF09369	900	989	Family	Domain of unknown function (DUF1998)	DUF1998
14022182	P53952	PF09428	77	188	Family	Fungal protein of unknown function (DUF2011)	DUF2011
14024067	Q12342	PF09431	235	372	Family	Protein of unknown function (DUF2013)	DUF2013
14024954	Q8J0M4	PF09435	9	127	Family	Fungal protein of unknown function (DUF2015)	DUF2015
14028239	P43585	PF02656	686	752	Family	Domain of unknown function (DUF202)	DUF202
14028339	P47075	PF02656	622	684	Family	Domain of unknown function (DUF202)	DUF202
14029220	P40046	PF02656	24	86	Family	Domain of unknown function (DUF202)	DUF202
14032534	Q02725	PF02656	698	765	Family	Domain of unknown function (DUF202)	DUF202
14034397	Q08774	PF10356	29	219	Family	Protein of unknown function (DUF2034)	DUF2034
14056482	Q12179	PF09848	69	441	Family	Uncharacterized conserved protein (DUF2075)	DUF2075
14071468	Q12296	PF01595	66	238	Domain	Cyclin M transmembrane N-terminal domain	DUF21
14137727	P53933	PF09949	330	426	Family	Uncharacterized conserved protein (DUF2183)	DUF2183
14150006	Q3E784	PF10224	14	85	Coiled-coil	Short coiled-coil protein	DUF2205
14171602	P39992	PF09994	32	416	Domain	Uncharacterized alpha/beta hydrolase domain (DUF2235)	DUF2235
14234678	P36154	PF10209	34	155	Family	Uncharacterized conserved protein (DUF2340)	DUF2340
14238695	P36090	PF09804	33	335	Family	Uncharacterized conserved protein (DUF2347)	DUF2347
14245112	P38356	PF10176	87	319	Family	Protein of unknown function (DUF2370)	DUF2370
14246290	P25617	PF10180	102	198	Family	Uncharacterised conserved protein (DUF2373)	DUF2373
14258709	P46992	PF10287	105	339	Domain	Putative TOS1-like glycosyl hydrolase (DUF2401)	DUF2401
14258752	P38288	PF10287	221	444	Domain	Putative TOS1-like glycosyl hydrolase (DUF2401)	DUF2401
14259263	P38288	PF10290	38	100	Family	Glycine-rich protein domain (DUF2403)	DUF2403
14259309	P46992	PF10290	26	93	Family	Glycine-rich protein domain (DUF2403)	DUF2403
14259745	Q06179	PF10293	938	1105	Family	Domain of unknown function (DUF2405)	DUF2405
14260064	Q06116	PF10293	792	944	Family	Domain of unknown function (DUF2405)	DUF2405
14260351	P53329	PF10295	33	112	Family	Uncharacterised protein (DUF2406)	DUF2406
14260359	Q03559	PF10295	49	118	Family	Uncharacterised protein (DUF2406)	DUF2406
14260643	Q12015	PF10302	24	125	Domain	DUF2407 ubiquitin-like domain	DUF2407
14261628	Q12015	PF13373	153	290	Family	DUF2407 C-terminal domain	DUF2407_C
14261686	Q08977	PF10303	426	525	Family	Protein of unknown function (DUF2408)	DUF2408
14262000	Q08977	PF10303	209	372	Family	Protein of unknown function (DUF2408)	DUF2408
14262337	Q08977	PF10303	373	450	Family	Protein of unknown function (DUF2408)	DUF2408
14264880	Q99296	PF10313	392	431	Family	Uncharacterised protein domain (DUF2415)	DUF2415
14265538	P53925	PF10329	26	328	Family	Region of unknown function (DUF2417)	DUF2417
14266089	Q12066	PF10332	228	319	Family	Protein of unknown function (DUF2418)	DUF2418
14266776	P53060	PF10336	84	193	Family	Protein of unknown function (DUF2420)	DUF2420
14266923	P38202	PF10338	1	44	Family	Protein of unknown function (DUF2423)	DUF2423
14268009	P25639	PF10348	85	189	Domain	Domain of unknown function (DUF2427)	DUF2427
14269419	Q03496	PF10350	614	839	Family	Putative death-receptor fusion protein (DUF2428)	DUF2428
14271758	P40493	PF10354	75	292	Domain	Domain of unknown function (DUF2431)	DUF2431
14274997	P38086	PF10382	105	190	Family	Protein of unknown function (DUF2439)	DUF2439
14275203	P53227	PF10382	5	94	Family	Protein of unknown function (DUF2439)	DUF2439
14279500	P38740	PF10445	168	263	Family	Protein of unknown function (DUF2456)	DUF2456
14284143	Q3E747	PF09495	1	75	Family	Protein of unknown function (DUF2462)	DUF2462
14341227	P53958	PF10846	3	393	Family	Protein of unknown function (DUF2722)	DUF2722
14353178	Q12155	PF10914	8	161	Family	Protein of unknown function (DUF2781)	DUF2781
14382002	P48236	PF10998	112	222	Family	Protein of unknown function (DUF2838)	DUF2838
14383218	Q04608	PF11001	83	208	Family	Protein of unknown function (DUF2841)	DUF2841
14469342	P38904	PF11223	376	424	Family	Protein of unknown function (DUF3020)	DUF3020
14469402	P38904	PF11223	1310	1358	Family	Protein of unknown function (DUF3020)	DUF3020
14531864	Q04406	PF11326	104	181	Family	Protein of unknown function (DUF3128)	DUF3128
14550610	Q3E841	PF11503	7	82	Family	Protein of unknown function (DUF3215)	DUF3215
14550631	Q3E830	PF11503	3	73	Family	Protein of unknown function (DUF3215)	DUF3215
14569865	P35719	PF07957	1	219	Family	Protein of unknown function (DUF3294)	DUF3294
14594051	Q12043	PF11815	39	176	Family	Domain of unknown function (DUF3336)	DUF3336
14594839	P40308	PF11815	64	197	Family	Domain of unknown function (DUF3336)	DUF3336
14594936	P36165	PF11815	144	275	Family	Domain of unknown function (DUF3336)	DUF3336
14596151	Q99247	PF11816	876	1099	Family	Domain of unknown function (DUF3337)	DUF3337
14619775	P25582	PF11861	236	384	Family	Domain of unknown function (DUF3381)	DUF3381
14622127	P32600	PF11865	836	995	Family	Domain of unknown function (DUF3385)	DUF3385
14622557	P35169	PF11865	827	986	Family	Domain of unknown function (DUF3385)	DUF3385
14635059	P53917	PF11882	585	810	Family	Domain of unknown function (DUF3402)	DUF3402
14635828	P53917	PF11882	803	951	Family	Domain of unknown function (DUF3402)	DUF3402
14665973	P43583	PF11919	2055	2143	Family	Domain of unknown function (DUF3437)	DUF3437
14673398	P19736	PF11931	317	529	Family	Domain of unknown function (DUF3449)	DUF3449
14675862	Q01329	PF11935	91	333	Family	Domain of unknown function (DUF3453)	DUF3453
14737618	P25558	PF12015	27	205	Family	Domain of unknown function (DUF3507)	DUF3507
14749598	P47090	PF12051	93	486	Family	Protein of unknown function (DUF3533)	DUF3533
14749614	P46950	PF12051	112	498	Family	Protein of unknown function (DUF3533)	DUF3533
14750202	P32333	PF12054	611	1063	Family	Domain of unknown function (DUF3535)	DUF3535
14753792	P53104	PF12063	586	893	Family	Domain of unknown function (DUF3543)	DUF3543
14775600	P46677	PF12157	439	883	Family	Protein of unknown function (DUF3591)	DUF3591
14784438	Q12515	PF12223	2	77	Family	Protein of unknown function (DUF3602)	DUF3602
14787233	Q02754	PF12239	17	171	Family	Protein of unknown function (DUF3605)	DUF3605
14852736	Q04935	PF12597	62	164	Family	Protein of unknown function (DUF3767)	DUF3767
14869850	P36114	PF10300	36	629	Family	Protein of unknown function (DUF3808)	DUF3808
14870403	P47031	PF10300	38	634	Family	Protein of unknown function (DUF3808)	DUF3808
14875750	Q06839	PF12825	563	917	Domain	Domain of unknown function in PX-proteins (DUF3818)	DUF3818
14877434	P25655	PF12842	1086	1228	Domain	Domain of unknown function (DUF3819)	DUF3819
14877724	Q02554	PF04037	142	275	Family	Domain of unknown function (DUF382)	DUF382
14883084	P48362	PF04063	99	301	Family	Domain of unknown function (DUF383)	DUF383
14884927	P43573	PF12927	711	790	Domain	Domain of unknown function (DUF3835)	DUF3835
14888447	P48362	PF04064	306	360	Family	Domain of unknown function (DUF384)	DUF384
14953331	Q06070	PF13259	169	221	Family	Protein of unknown function (DUF4050)	DUF4050
14982785	Q12125	PF04190	46	308	Family	Protein of unknown function (DUF410)	DUF410
14990187	Q08979	PF13422	564	650	Family	Domain of unknown function (DUF4110)	DUF4110
14992458	Q06170	PF13430	61	166	Family	Domain of unknown function (DUF4112)	DUF4112
