AC	ID	Name	Type
PF03678	Adeno_hexon_C	Hexon, adenovirus major coat protein, C-terminal domain	D
PF02511	Thy1	Thymidylate synthase complementing protein	F
PF04307	YdjM	LexA-binding, inner membrane-associated putative hydrolase	D
PF03542	Tuberin	Tuberin	F
PF12699	phiKZ_IP	phiKZ-like phage internal head proteins	F
PF02510	SPAN	Surface presentation of antigens protein	F
PF06815	RVT_connect	Reverse transcriptase connection domain	D
PF05639	Pup	Pup-like protein	F
PF05638	T6SS_HCP	Type VI secretion system effector, Hcp	D
PF05635	23S_rRNA_IVP	23S rRNA-intervening sequence protein	F
PF05634	APO_RNA-bind	APO RNA-binding	F
PF05637	Glyco_transf_34	galactosyl transferase GMA12/MNN10 family	F
PF05636	HIGH_NTase1	HIGH Nucleotidyl Transferase	F
PF05631	MFS_5	Sugar-tranasporters, 12 TM	F
PF05630	NPP1	Necrosis inducing protein (NPP1)	F
PF05633	BPS1	Protein BYPASS1-related	F
PF05632	DUF792	Borrelia burgdorferi protein of unknown function (DUF792)	F
PF16491	Peptidase_M48_N	CAAX prenyl protease N-terminal, five membrane helices	D
PF16490	Oxidoreduct_C	Putative oxidoreductase C terminal domain	D
PF16493	Meis_PKNOX_N	N-terminal of Homeobox Meis and PKNOX1	F
PF16492	Cadherin_C_2	Cadherin cytoplasmic C-terminal	F
PF16495	SWIRM-assoc_1	SWIRM-associated region 1	F
PF16494	Na_Ca_ex_C	C-terminal extension of sodium/calcium exchanger domain	F
PF16497	MHC_I_3	MHC-I family domain	D
PF03498	CDtoxinA	Cytolethal distending toxin A/C domain	D
PF03497	Anthrax_toxA	Anthrax toxin LF subunit	F
PF03496	ADPrib_exo_Tox	ADP-ribosyltransferase exoenzyme	F
PF03495	Binary_toxB	Clostridial binary toxin B/anthrax toxin PA Ca-binding domain	D
PF03494	Beta-APP	Beta-amyloid peptide (beta-APP)	F
PF03493	BK_channel_a	Calcium-activated BK potassium channel alpha subunit	F
PF03492	Methyltransf_7	SAM dependent carboxyl methyltransferase	F
PF03491	5HT_transport_N	Serotonin (5-HT) neurotransmitter transporter, N-terminus	F
PF03490	Varsurf_PPLC	Variant-surface-glycoprotein phospholipase C	F
PF05544	Pro_racemase	Proline racemase	F
PF04855	SNF5	SNF5 / SMARCB1 / INI1	F
PF02512	UK	Virulence determinant	F
PF14899	DUF4492	Domain of unknown function (DUF4492)	F
PF14898	DUF4491	Domain of unknown function (DUF4491)	D
PF14893	PNMA	PNMA	F
PF14892	DUF4490	Domain of unknown function (DUF4490)	F
PF14891	Peptidase_M91	Effector protein	F
PF14890	Intein_splicing	Intein splicing domain	F
PF14897	EpsG	EpsG family	F
PF14896	Arabino_trans_C	EmbC C-terminal domain	D
PF14895	PPPI_inhib	Protein phosphatase 1 inhibitor	F
PF14894	Lsm_C	Lsm C-terminal	D
PF03390	2HCT	2-hydroxycarboxylate transporter family	F
PF13209	DUF4017	Protein of unknown function (DUF4017)	F
PF13208	TerB_N	TerB N-terminal domain	F
PF16793	RepB_primase	RepB DNA-primase from phage plasmid	D
PF13203	DUF2201_N	Putative metallopeptidase domain	D
PF13202	EF-hand_5	EF hand	D
PF13201	PCMD	Putative carbohydrate metabolism domain	D
PF13200	DUF4015	Putative glycosyl hydrolase domain	D
PF13207	AAA_17	AAA domain	D
PF16790	Phage_clamp_A	Bacteriophage clamp loader A subunit	D
PF13205	Big_5	Bacterial Ig-like domain	D
PF13204	DUF4038	Protein of unknown function (DUF4038)	F
PF08874	DUF1835	Domain of unknown function (DUF1835)	D
PF08875	DUF1833	Domain of unknown function (DUF1833)	F
PF08876	DUF1836	Domain of unknown function (DUF1836)	D
PF12078	DUF3557	Domain of unknown function (DUF3557)	F
PF08870	DndE	DNA sulphur modification protein DndE	D
PF02815	MIR	MIR domain	D
PF02816	Alpha_kinase	Alpha-kinase family	F
PF08873	DUF1834	Domain of unknown function (DUF1834)	D
PF12073	DUF3553	Protein of unknown function (DUF3553)	F
PF12072	DUF3552	Domain of unknown function (DUF3552)	F
PF12071	DUF3551	Protein of unknown function (DUF3551)	F
PF12070	SCAI	Protein SCAI	F
PF08878	DUF1837	Domain of unknown function (DUF1837)	F
PF12076	Wax2_C	WAX2 C-terminal domain	D
PF12075	KN_motif	KN motif	M
PF12074	Gcn1_N	Generalcontrol nonderepressible 1 (Gcn1) N-terminal	F
PF14093	DUF4271	Domain of unknown function (DUF4271)	F
PF14092	DUF4270	Domain of unknown function (DUF4270)	F
PF05093	CIAPIN1	Cytokine-induced anti-apoptosis inhibitor 1, Fe-S biogenesis	F
PF14090	HTH_39	Helix-turn-helix domain	D
PF05095	DUF687	Protein of unknown function (DUF687)	F
PF14096	DUF4274	Domain of unknown function (DUF4274)	F
PF05097	DUF688	Protein of unknown function (DUF688)	F
PF14094	DUF4272	Domain of unknown function (DUF4272)	F
PF05099	TerB	Tellurite resistance protein TerB	F
PF05098	LEF-4	Late expression factor 4 (LEF-4)	F
PF14099	Polysacc_lyase	Polysaccharide lyase	F
PF03397	Rhabdo_matrix	Rhabdovirus matrix protein	F
PF16820	PKD_3	PKD-like domain	F
PF16821	C_Hendra	C protein from hendra and measles viruses	F
PF16822	ALGX	SGNH hydrolase-like domain, acetyltransferase AlgX	D
PF16823	PilZ_2	Atypical PilZ domain, cyclic di-GMP receptor	D
PF16824	CBM_26	C-terminal carbohydrate-binding module	F
PF16825	DUF5075	IGP family C-type lectin domain	D
PF16826	DUF5076	Domain of unknown function (DUF5076)	F
PF16827	zf-HC3	zinc-finger	D
PF16828	GAGBD	GAG-binding domain on surface antigen	D
PF16829	ATR13	Avirulence protein ATR13, RxLR effector	F
PF17334	CsgA	Minor curli fiber component A	F
PF10591	SPARC_Ca_bdg	Secreted protein acidic and rich in cysteine Ca binding region	D
PF18053	GyrB_insert	DNA gyrase B subunit insert domain	D
PF01138	RNase_PH	3' exoribonuclease family, domain 1	D
PF01139	RtcB	tRNA-splicing ligase RtcB	F
PF04948	Pox_A51	Poxvirus A51 protein	F
PF04949	Transcrip_act	Transcriptional activator	F
PF00494	SQS_PSY	Squalene/phytoene synthase	D
PF18052	Rx_N	Rx N-terminal domain	D
PF01132	EFP	Elongation factor P (EF-P) OB domain	D
PF01133	ER	Enhancer of rudimentary	F
PF01130	CD36	CD36 family	F
PF04947	Pox_VLTF3	Poxvirus Late Transcription Factor VLTF3 like	F
PF04940	BLUF	Sensors of blue-light using FAD	D
PF04941	LEF-8	Late expression factor 8 (LEF-8)	F
PF04942	CC	CC domain	D
PF01135	PCMT	Protein-L-isoaspartate(D-aspartate) O-methyltransferase (PCMT)	F
PF00011	HSP20	Hsp20/alpha crystallin family	F
PF18050	Cyclophil_like2	Cyclophilin-like family	D
PF07393	Sec10	Exocyst complex component Sec10	F
PF02728	Cu_amine_oxidN3	Copper amine oxidase, N3 domain	D
PF02729	OTCace_N	Aspartate/ornithine carbamoyltransferase, carbamoyl-P binding domain	D
PF02727	Cu_amine_oxidN2	Copper amine oxidase, N2 domain	D
PF02724	CDC45	CDC45-like protein	F
PF02725	Paramyxo_NS_C	Non-structural protein C	F
PF02722	MOSP_C	Major Outer Sheath Protein C-terminal domain	D
PF02723	NS3_envE	Non-structural protein NS3/Small envelope protein E	F
PF02720	DUF222	Domain of unknown function (DUF222)	F
PF02721	DUF223	Domain of unknown function DUF223	F
PF05899	Cupin_3	Protein of unknown function (DUF861)	D
PF02516	STT3	Oligosaccharyl transferase STT3 subunit	F
PF18055	RPN6_N	26S proteasome regulatory subunit RPN6 N-terminal domain	D
PF05891	Methyltransf_PK	AdoMet dependent proline di-methyltransferase	F
PF05890	Ebp2	Eukaryotic rRNA processing protein EBP2	F
PF05893	LuxC	Acyl-CoA reductase (LuxC)	F
PF18054	CEL_III_C	CEL-III C-terminal	D
PF05895	DUF859	Siphovirus protein of unknown function (DUF859)	F
PF05894	Podovirus_Gp16	Podovirus DNA encapsidation protein (Gp16)	F
PF05896	NQRA	Na(+)-translocating NADH-quinone reductase subunit A (NQRA)	F
PF01396	zf-C4_Topoisom	Topoisomerase DNA binding C4 zinc finger	F
PF01397	Terpene_synth	Terpene synthase, N-terminal domain	D
PF01394	Clathrin_propel	Clathrin propeller repeat	R
PF13679	Methyltransf_32	Methyltransferase domain	D
PF01392	Fz	Fz domain	D
PF01393	Chromo_shadow	Chromo shadow domain	D
PF01390	SEA	SEA domain	F
PF01391	Collagen	Collagen triple helix repeat (20 copies)	R
PF13672	PP2C_2	Protein phosphatase 2C	F
PF13673	Acetyltransf_10	Acetyltransferase (GNAT) domain	D
PF13670	PepSY_2	Peptidase propeptide and YPEB domain	D
PF13671	AAA_33	AAA domain	D
PF13676	TIR_2	TIR domain	D
PF13677	MotB_plug	Membrane MotB of proton-channel complex MotA/MotB	D
PF01398	JAB	JAB1/Mov34/MPN/PAD-1 ubiquitin protease	F
PF01399	PCI	PCI domain	D
PF03884	YacG	DNA gyrase inhibitor YacG	D
PF14152	YfhE	YfhE-like protein	F
PF01286	XPA_N	XPA protein N-terminal	D
PF03357	Snf7	Snf7	F
PF04885	Stig1	Stigma-specific protein, Stig1	F
PF15854	GPR15L	G-protein coupled receptor ligand 15	F
PF15323	Ashwin	Developmental protein	F
PF15856	DUF4727	Domain of unknown function (DUF4727)	F
PF15321	ATAD4	ATPase family AAA domain containing 4	F
PF15326	TEX15	Testis expressed sequence 15	F
PF15851	DUF4723	Domain of unknown function (DUF4723)	F
PF15852	DUF4724	Domain of unknown function (DUF4724)	F
PF15325	MRI	Modulator of retrovirus infection	F
PF14153	Spore_coat_CotO	Spore coat protein CotO	F
PF15328	GCOM2	Putative GRINL1B complex locus protein 2	F
PF15858	LCE6A	Late cornified envelope protein 6A family	F
PF15859	DEC1	Deleted in esophageal cancer 1 family	F
PF00669	Flagellin_N	Bacterial flagellin N-terminal helical region	F
PF00668	Condensation	Condensation domain	F
PF08414	NADPH_Ox	Respiratory burst NADPH oxidase	F
PF08412	Ion_trans_N	Ion transport protein N-terminal	F
PF08410	DUF1737	Domain of unknown function (DUF1737)	F
PF08411	Exonuc_X-T_C	Exonuclease C-terminal	F
PF07941	K_channel_TID	Potassium channel Kv1.4 tandem inactivation domain	F
PF07940	Hepar_II_III	Heparinase II/III-like protein	F
PF07943	PBP5_C	Penicillin-binding protein 5, C-terminal domain	D
PF07942	N2227	N2227-like protein	F
PF00665	rve	Integrase core domain	D
PF00664	ABC_membrane	ABC transporter transmembrane region	F
PF00667	FAD_binding_1	FAD binding domain	D
PF00666	Cathelicidins	Cathelicidin	D
PF00016	RuBisCO_large	Ribulose bisphosphate carboxylase large chain, catalytic domain	D
PF06793	UPF0262	Uncharacterised protein family (UPF0262)	F
PF04768	NAT	NAT, N-acetyltransferase, of N-acetylglutamate synthase	F
PF04769	MATalpha_HMGbox	Mating-type protein MAT alpha 1 HMG-box	F
PF14151	YfhD	YfhD-like protein	F
PF04760	IF2_N	Translation initiation factor IF-2, N-terminal region	D
PF04761	Phage_Treg	Lactococcus bacteriophage putative transcription regulator	F
PF04762	IKI3	IKI3 family	F
PF04763	DUF562	Protein of unknown function (DUF562)	F
PF04764	DUF613	Protein of unknown function (DUF613)	F
PF04765	DUF616	Protein of unknown function (DUF616)	F
PF04766	Baculo_p26	Nucleopolyhedrovirus p26 protein	F
PF04767	Pox_F17	DNA-binding 11 kDa phosphoprotein	F
PF10329	DUF2417	Region of unknown function (DUF2417)	F
PF10328	7TM_GPCR_Srx	Serpentine type 7TM GPCR chemoreceptor Srx	F
PF00447	HSF_DNA-bind	HSF-type DNA-binding	D
PF00446	GnRH	Gonadotropin-releasing hormone	F
PF00441	Acyl-CoA_dh_1	Acyl-CoA dehydrogenase, C-terminal domain	D
PF00440	TetR_N	Bacterial regulatory proteins, tetR family	D
PF04073	tRNA_edit	Aminoacyl-tRNA editing domain	F
PF07494	Reg_prop	Two component regulator propeller	R
PF10321	7TM_GPCR_Srt	Serpentine type 7TM GPCR chemoreceptor Srt	F
PF10320	7TM_GPCR_Srsx	Serpentine type 7TM GPCR chemoreceptor Srsx	F
PF10323	7TM_GPCR_Srv	Serpentine type 7TM GPCR chemoreceptor Srv	F
PF10322	7TM_GPCR_Sru	Serpentine type 7TM GPCR chemoreceptor Sru	F
PF10325	7TM_GPCR_Srz	Serpentine type 7TM GPCR chemoreceptor Srz	F
PF10324	7TM_GPCR_Srw	Serpentine type 7TM GPCR chemoreceptor Srw	F
PF10327	7TM_GPCR_Sri	Serpentine type 7TM GPCR chemoreceptor Sri	F
PF10326	7TM_GPCR_Str	Serpentine type 7TM GPCR chemoreceptor Str	F
PF15063	TC1	Thyroid cancer protein 1	F
PF10413	Rhodopsin_N	Amino terminal of the G-protein receptor rhodopsin	D
PF10412	TrwB_AAD_bind	Type IV secretion-system coupling protein DNA-binding domain	D
PF13406	SLT_2	Transglycosylase SLT domain	D
PF17371	DUF5393	Family of unknown function (DUF5393)	F
PF18273	T3RM_EcoP15I_C	Type III R-M EcoP15I C-terminal domain	D
PF09938	DUF2170	Uncharacterized protein conserved in bacteria (DUF2170)	F
PF09939	DUF2171	Uncharacterized protein conserved in bacteria (DUF2171)	F
PF06141	Phage_tail_U	Phage minor tail protein U	F
PF18272	ssDNA_TraI_N	single-stranded DNA binding TraI N-terminal subdomain	D
PF09932	DUF2164	Uncharacterized conserved protein (DUF2164)	F
PF09933	DUF2165	Predicted small integral membrane protein (DUF2165)	F
PF09930	DUF2162	Predicted transporter (DUF2162)	F
PF09931	DUF2163	Uncharacterized conserved protein (DUF2163)	F
PF09936	Methyltrn_RNA_4	SAM-dependent RNA methyltransferase	F
PF09937	DUF2169	Uncharacterized protein conserved in bacteria (DUF2169)	F
PF09935	DUF2167	Protein of unknown function (DUF2167)	F
PF12671	Amidase_6	Putative amidase domain	D
PF12670	DUF3792	Protein of unknown function (DUF3792)	F
PF12673	DUF3794	Domain of unknown function (DUF3794)	D
PF12672	DUF3793	Protein of unknown function (DUF3793)	D
PF12675	DUF3795	Protein of unknown function (DUF3795)	F
PF10415	FumaraseC_C	Fumarase C C-terminus	D
PF12677	DUF3797	Domain of unknown function (DUF3797)	F
PF12676	DUF3796	Protein of unknown function (DUF3796)	F
PF12679	ABC2_membrane_2	ABC-2 family transporter protein	D
PF09763	Sec3_C	Exocyst complex component Sec3	F
PF17374	DUF5396	Family of unknown function (DUF5396)	F
PF07042	TrfA	TrfA protein	F
PF18276	TcA_TcB_BD	Tc toxin complex TcA C-terminal TcB-binding domain	D
PF06546	Vert_HS_TF	Vertebrate heat shock transcription factor	F
PF06547	DUF1117	Protein of unknown function (DUF1117)	F
PF06544	DUF1115	Protein of unknown function (DUF1115)	D
PF06545	DUF1116	Protein of unknown function (DUF1116)	F
PF06542	PHA-1	Regulator protein PHA-1	F
PF06543	Lac_bphage_repr	Lactococcus bacteriophage repressor	F
PF06540	GMAP	Galanin message associated peptide (GMAP)	F
PF06541	ABC_trans_CmpB	Putative ABC-transporter type IV	F
PF00540	Gag_p17	gag gene protein p17 (matrix protein)	D
PF10419	TFIIIC_sub6	TFIIIC subunit triple barrel domain	D
PF06549	DUF1118	Protein of unknown function (DUF1118)	F
PF17378	REC104	Meiotic recombination protein REC104	F
PF00014	Kunitz_BPTI	Kunitz/Bovine pancreatic trypsin inhibitor domain	D
PF07047	OPA3	Optic atrophy 3 protein (OPA3)	F
PF08913	VBS	Vinculin Binding Site	D
PF01174	SNO	SNO glutamine amidotransferase family	D
PF03638	TCR	Tesmin/TSO1-like CXC domain, cysteine-rich domain	D
PF07237	DUF1428	Protein of unknown function (DUF1428)	D
PF07236	Phytoreo_S7	Phytoreovirus S7 protein	F
PF07235	DUF1427	Protein of unknown function (DUF1427)	F
PF07234	Babuvirus_MP	Movement and RNA silencing protein	F
PF07233	DUF1425	Protein of unknown function (DUF1425)	F
PF07232	DUF1424	Putative rep protein (DUF1424)	F
PF07231	Hs1pro-1_N	Hs1pro-1 N-terminus	F
PF07230	Peptidase_S80	Bacteriophage T4-like capsid assembly protein (Gp20)	F
PF01172	SBDS	Shwachman-Bodian-Diamond syndrome (SBDS) protein	F
PF02412	TSP_3	Thrombospondin type 3 repeat	R
PF00017	SH2	SH2 domain	D
PF07239	OpcA	Outer membrane protein OpcA	F
PF07238	PilZ	PilZ domain	D
PF14317	YcxB	YcxB-like protein	D
PF01170	UPF0020	Putative RNA methylase family UPF0020	D
PF06722	DUF1205	Protein of unknown function (DUF1205)	F
PF14539	DUF4442	Domain of unknown function (DUF4442)	D
PF06720	Phi-29_GP16_7	Bacteriophage phi-29 early protein GP16.7	F
PF06721	DUF1204	Protein of unknown function (DUF1204)	F
PF06726	BC10	Bladder cancer-related protein BC10	F
PF06727	DUF1207	Protein of unknown function (DUF1207)	F
PF06724	DUF1206	Domain of Unknown Function (DUF1206)	F
PF06725	3D	3D domain	D
PF14530	DUF4439	Domain of unknown function (DUF4439)	D
PF14531	Kinase-like	Kinase-like	F
PF06728	PIG-U	GPI transamidase subunit PIG-U	F
PF06729	CENP-R	Kinetochore component, CENP-R	F
PF14534	DUF4440	Domain of unknown function (DUF4440)	D
PF14535	AMP-binding_C_2	AMP-binding enzyme C-terminal domain	D
PF14536	DUF4441	Domain of unknown function (DUF4441)	F
PF14537	Cytochrom_c3_2	Cytochrome c3	F
PF13070	DUF3934	Protein of unknown function (DUF3934)	F
PF13071	DUF3935	Protein of unknown function (DUF3935)	F
PF16000	CARMIL_C	CARMIL C-terminus	F
PF13073	DUF3937	Protein of unknown function (DUF3937)	F
PF13074	DUF3938	Protein of unknown function (DUF3938)	F
PF13075	DUF3939	Protein of unknown function (DUF3939)	F
PF16004	EFTUD2	116 kDa U5 small nuclear ribonucleoprotein component N-terminus	F
PF16557	CUTL	CUT1-like DNA-binding domain of SATB	D
PF16558	AZUL	Amino-terminal Zinc-binding domain of ubiquitin ligase E3A	D
PF13079	DUF3916	Protein of unknown function (DUF3916)	F
PF16008	DUF4778	Domain of unknown function (DUF4778)	F
PF16009	DUF4779	Domain of unknown function (DUF4779)	F
PF00498	FHA	FHA domain	F
PF12240	Angiomotin_C	Angiomotin C terminal	F
PF12241	Enoyl_reductase	Trans-2-enoyl-CoA reductase catalytic region	F
PF12242	Eno-Rase_NADH_b	NAD(P)H binding domain of trans-2-enoyl-CoA reductase	F
PF12243	CTK3	CTD kinase subunit gamma CTK3	D
PF12244	DUF3606	Protein of unknown function (DUF3606)	F
PF12245	Big_3_2	Bacterial Ig-like domain	D
PF12246	MKT1_C	Temperature dependent protein affecting M2 dsRNA replication	F
PF12247	MKT1_N	Temperature dependent protein affecting M2 dsRNA replication	F
PF12248	Methyltransf_FA	Farnesoic acid 0-methyl transferase	F
PF12249	AftA_C	Arabinofuranosyltransferase A C terminal	F
PF16863	NtCtMGAM_N	N-terminal barrel of NtMGAM and CtMGAM, maltase-glucoamylase	D
PF09363	XFP_C	XFP C-terminal domain	F
PF14158	YndJ	YndJ-like protein	F
PF04989	CmcI	Cephalosporin hydroxylase	F
PF03635	Vps35	Vacuolar protein sorting-associated protein 35	F
PF00499	Oxidored_q3	NADH-ubiquinone/plastoquinone oxidoreductase chain 6	F
PF09360	zf-CDGSH	Iron-binding zinc finger CDGSH type	D
PF10957	Spore_Cse60	Sporulation protein Cse60	F
PF03808	Glyco_tran_WecB	Glycosyl transferase WecB/TagA/CpsF family	F
PF14881	Tubulin_3	Tubulin domain	D
PF03634	TCP	TCP family transcription factor	F
PF03800	Nuf2	Nuf2 family	F
PF03801	Ndc80_HEC	HEC/Ndc80p family	F
PF03802	CitX	Apo-citrate lyase phosphoribosyl-dephospho-CoA transferase	F
PF05456	eIF_4EBP	Eukaryotic translation initiation factor 4E binding protein (EIF4EBP)	F
PF03804	DUF325	Viral proteins of unknown function	F
PF03805	CLAG	Cytoadherence-linked asexual protein	F
PF03806	ABG_transport	AbgT putative transporter family	F
PF03807	F420_oxidored	NADP oxidoreductase coenzyme F420-dependent	F
PF05459	Herpes_UL69	Herpesvirus transcriptional regulator family	F
PF18493	DUF5617	Domain of unknown function (DUF5617)	D
PF15980	ComGF	Putative Competence protein ComGF	D
PF04983	RNA_pol_Rpb1_3	RNA polymerase Rpb1, domain 3	D
PF05102	Holin_BlyA	holin, BlyA family	F
PF15667	GDWWSH	Protein of unknown function with motif GDWWSH	F
PF15666	HGAL	Germinal center-associated lymphoma	F
PF15665	FAM184	Family with sequence similarity 184, A and B	F
PF15664	TMEM252	Transmembrane protein 252 family	F
PF15663	zf-CCCH_3	Zinc-finger containing family	F
PF15662	SPATA3	Spermatogenesis-associated protein 3 family	F
PF15661	CF222	C6orf222, uncharacterised family	F
PF15660	Imm75	Putative Immunity protein 75	F
PF04987	PigN	Phosphatidylinositolglycan class N (PIG-N)	F
PF15669	CCDC24	Coiled-coil domain-containing protein 24 family	F
PF15668	DUF4663	Domain of unknown function (DUF4663)	F
PF08361	TetR_C_2	MAATS-type transcriptional repressor, C-terminal region	D
PF05540	Serpulina_VSP	Serpulina hyodysenteriae variable surface protein	F
PF05857	TraX	TraX protein	F
PF17751	SKICH	SKICH domain	D
PF17750	Reo_sigmaC_M	Reovirus sigma C capsid protein triple beta spiral	F
PF17753	Ig_mannosidase	Ig-fold domain	D
PF17752	BLF1	Burkholderia lethal factor 1	F
PF17755	UvrA_DNA-bind	UvrA DNA-binding domain	D
PF17754	TetR_C_14	MftR C-terminal domain	D
PF17209	Hfq	Hfq protein	D
PF10528	GLEYA	GLEYA domain	D
PF17207	MCM_OB	MCM OB domain	D
PF05851	Lentivirus_VIF	Lentivirus virion infectivity factor (VIF)	F
PF10525	Engrail_1_C_sig	Engrailed homeobox C-terminal signature domain	D
PF10524	NfI_DNAbd_pre-N	Nuclear factor I protein pre-N-terminus	F
PF10523	BEN	BEN domain	D
PF10522	RII_binding_1	RII binding domain	M
PF17201	Cache_3-Cache_2	Cache 3/Cache 2 fusion domain	D
PF17200	sCache_2	Single Cache domain 2	F
PF03631	Virul_fac_BrkB	Virulence factor BrkB	F
PF08711	Med26	TFIIS helical bundle-like domain	D
PF08366	LLGL	LLGL2	F
PF08367	M16C_assoc	Peptidase M16C associated	F
PF07265	TAP35_44	Tapetum specific protein TAP35/TAP44	F
PF04504	DUF573	Protein of unknown function, DUF573	F
PF14958	DUF4506	Domain of unknown function (DUF4506)	F
PF14959	GSAP-16	gamma-Secretase-activating protein C-term	F
PF01757	Acyl_transf_3	Acyltransferase family	F
PF14952	zf-tcix	Putative treble-clef, zinc-finger, Zn-binding	D
PF14953	DUF4504	Domain of unknown function (DUF4504)	F
PF14950	DUF4502	Domain of unknown function (DUF4502)	F
PF14951	DUF4503	Domain of unknown function (DUF4503)	F
